budget__C,temp_genre__c,homepage__c,external_id__c,temp_keyword__c,original_language__c,original_title__C,overview__c,popularity__c,temp_production_company__c,temp_production_country__c,release_date__c,revenue__c,runtime__c,temp_spoken_language__c,status__c,tagline__c,title__c,vote_average__c,vote_count__c,name
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.x-menmovies.com/,127585,"[{""id"": 1228, ""name"": ""1970s""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 161271, ""name"": ""beast""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 206736, ""name"": ""changing the past or future""}]",en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Down Productions"", ""id"": 37336}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-15T00:00:00.000Z,747862775,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032,X-Men: Days of Future Past
190000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",,54138,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 179569, ""name"": ""terrorist bombing""}, {""id"": 209714, ""name"": ""3d""}]",en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Kurtzman/Orci"", ""id"": 12536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-05T00:00:00.000Z,467365246,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418,Star Trek Into Darkness
195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://jackthegiantkiller.warnerbros.com,81005,"[{""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 189099, ""name"": ""giant""}]",en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Big Kid Pictures"", ""id"": 8406}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-27T00:00:00.000Z,197687603,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598,Jack the Giant Slayer
105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,64682,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 209714, ""name"": ""3d""}]",en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2013-05-10T00:00:00.000Z,351040419,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769,The Great Gatsby
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",http://disney.go.com/disneypictures/princeofpersia,9543,"[{""id"": 1241, ""name"": ""persia""}, {""id"": 1965, ""name"": ""sandstorm""}, {""id"": 12653, ""name"": ""brother against brother""}, {""id"": 12654, ""name"": ""armageddon""}, {""id"": 12655, ""name"": ""regent""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-19T00:00:00.000Z,335154643,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317,Prince of Persia: The Sands of Time
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.pacificrimmovie.com/,68726,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 11100, ""name"": ""giant monster""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Disney Double Dare You (DDY)"", ""id"": 19750}, {""name"": ""Indochina Productions"", ""id"": 19751}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2013-07-11T00:00:00.000Z,407602906,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794,Pacific Rim
195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.transformersmovie.com/,38356,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 15247, ""name"": ""word domination""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Indochina Productions"", ""id"": 19751}, {""name"": ""Hasbro Studios"", ""id"": 22826}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-28T00:00:00.000Z,1123746996,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299,Transformers: Dark of the Moon
185000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",http://www.indianajones.com/site/index.html,217,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1547, ""name"": ""mexico city""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 4939, ""name"": ""alien phenomenons""}, {""id"": 5566, ""name"": ""maya civilization""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9830, ""name"": ""nuclear explosion""}, {""id"": 18524, ""name"": ""refrigerator""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-05-21T00:00:00.000Z,786636033,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,Indiana Jones and the Kingdom of the Crystal Skull
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-good-dinosaur,105864,"[{""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 187864, ""name"": ""human""}, {""id"": 189092, ""name"": ""journey""}]",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-14T00:00:00.000Z,331926147,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736,The Good Dinosaur
185000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",http://disney.go.com/brave/#/home,62177,"[{""id"": 388, ""name"": ""scotland""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 14753, ""name"": ""scot""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 41538, ""name"": ""turns into animal""}, {""id"": 53995, ""name"": ""archery""}, {""id"": 162715, ""name"": ""ruins""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 181181, ""name"": ""peace offering""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 209714, ""name"": ""3d""}]",en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-21T00:00:00.000Z,538983207,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Change your fate.,Brave,6.7,4641,Brave
185000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.startrekmovie.com/,188927,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Perfect Storm Entertainment"", ""id"": 34530}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Skydance Media"", ""id"": 82819}, {""name"": ""Sneaky Shark"", ""id"": 83644}, {""name"": ""Huahua Media"", ""id"": 83645}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-07T00:00:00.000Z,343471816,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Star Trek Beyond,6.6,2568,Star Trek Beyond
180000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/disneypictures/wall-e/,10681,"[{""id"": 9799, ""name"": ""romantic comedy""}]",en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}, {""name"": ""FortyFour Studios"", ""id"": 93408}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-22T00:00:00.000Z,521311860,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296,WALL·E
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,5174,"[{""id"": 1704, ""name"": ""ambassador""}]",en,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",22.57178,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-08T00:00:00.000Z,258022233,91,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Rush Is On!,Rush Hour 3,6.1,783,Rush Hour 3
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/2012,14161,"[{""id"": 2163, ""name"": ""civilization""}, {""id"": 5096, ""name"": ""natural disaster""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 14796, ""name"": ""destruction""}, {""id"": 163398, ""name"": ""volcanic eruption""}, {""id"": 208090, ""name"": ""mayan""}, {""id"": 230910, ""name"": ""ark""}, {""id"": 232318, ""name"": ""solar""}, {""id"": 232339, ""name"": ""destruction  of mankind""}]",en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Farewell Productions"", ""id"": 10905}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-10T00:00:00.000Z,769653595,158,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""bo"", ""name"": """"}]",Released,We Were Warned.,2012,5.6,4903,2012
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl,17979,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8250, ""name"": ""victorian england""}, {""id"": 10594, ""name"": ""money""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 33966, ""name"": ""scrooge""}, {""id"": 161174, ""name"": ""christmas carol""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 170457, ""name"": ""lesson""}, {""id"": 180975, ""name"": ""charles dickens""}, {""id"": 207317, ""name"": ""christmas""}]",en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-04T00:00:00.000Z,325233863,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Season's Greedings,A Christmas Carol,6.6,1095,A Christmas Carol
176000003,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.jupiterascending.com,76757,"[{""id"": 306, ""name"": ""jupiter""}, {""id"": 9882, ""name"": ""space""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 212760, ""name"": ""interspecies romance""}]",en,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",85.36908,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-04T00:00:00.000Z,183987723,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Expand your universe.,Jupiter Ascending,5.2,2768,Jupiter Ascending
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://legendoftarzan.com,258489,"[{""id"": 409, ""name"": ""africa""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 7347, ""name"": ""tarzan""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 158130, ""name"": ""animal attack""}]",en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Riche Productions"", ""id"": 86565}, {""name"": ""Village Roadshow Films North America"", ""id"": 86566}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29T00:00:00.000Z,356743061,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Human. Nature.,The Legend of Tarzan,5.5,2430,The Legend of Tarzan
180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,411,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 616, ""name"": ""witch""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1990, ""name"": ""cupboard""}, {""id"": 2042, ""name"": ""beaver""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 6187, ""name"": ""fairy-tale figure""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 166930, ""name"": ""narnia""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",67.391328,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-07T00:00:00.000Z,748806957,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Evil Has Reigned For 100 Years...,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/x-men-apocalypse,246655,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 176217, ""name"": ""world domination""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 208289, ""name"": ""1980s""}]",en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18T00:00:00.000Z,543934787,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the strong will survive,X-Men: Apocalypse,6.4,4721,X-Men: Apocalypse
